asset,file_kb,awd_version,compressed,geometry_blocks,mesh_objects,render_objects,anchor_objects,anchor_tris,materials,material_names,object_names,has_skeleton,vertex_anim_blocks,embedded_textures,stream_types,stores_normals,stores_uv,stores_uv1,stores_skin,bbox_x,bbox_y,bbox_z,bbox_diag,verts_stored,verts_welded,vertex_split_ratio,tris,degenerate_tris,duplicate_faces,edges,boundary_edges,nonmanifold_edges,open_shell,euler_chi,surface_area,manifold_edge_pairs,hard_edges_gt30,hard_edge_ratio,mean_dihedral_deg,quads_detected,quad_tri_ratio,tris_not_in_quad,coplanar_clusters,max_coplanar_cluster_tris,ngon_clusters_ge3,tris_in_flat_clusters_ge3,islands,largest_island_tri_share,planar_islands,island_bbox_overlaps,has_uv,uv_min_u,uv_max_u,uv_min_v,uv_max_v,uv_tiled,uv_area_sum,uv_coverage,uv_overlap_factor,uv_seam_ratio,texel_density_p50,texel_density_iqr_ratio,has_normals_stream,mirror_x0,mirror_xc,mirror_y0,mirror_yc,mirror_z0,mirror_zc,best_mirror,best_mirror_frac,rot_sym_order,rot_sym_axis,rot_sym_frac,tri_share_x_upper_half,tri_share_y_upper_half,tri_share_z_upper_half,tri_share_outer_third_radial,area_share_outer_third_radial
O-BL-DQ-1_ore,2.3,2.1,1,1,1,1,0,0,1,Object001,Object001,False,0,0,1|2|3,False,True,False,False,30.447200775146484,66.79059982299805,30.447200775146484,79.46727813886687,336,76,4.421,168,0,0,252,0,0,False,-8,5801.119142386291,252,170,0.675,60.78,31,0.369,106,137,2,0,0,3,0.857,0,3,True,0.01600000075995922,0.9890000224113464,0.02449999935925007,0.9596999883651733,False,2.574,0.8667,2.97,0.774,0.0191,24430517.46,False,0.789,0.789,0.763,0.053,0.789,0.789,mirror_x0,0.789,0,,0.0,0.506,0.506,0.464,0.571,0.501
O-BL-MG-1_ore,0.6,2.1,1,1,1,1,0,0,1,Object002,Object002,False,0,0,1|2|3,False,True,False,False,126.09339904785156,157.5832061767578,39.372398376464844,205.62635508684764,36,12,3.0,20,0,0,30,0,0,False,2,28758.132679569986,30,18,0.6,59.15,10,1.0,0,8,4,2,8,1,1.0,0,0,True,0.013799999840557575,0.9929999709129333,0.019999999552965164,0.9871000051498413,False,0.5598,0.5699,0.98,0.667,0.00322,2.08,False,0.0,0.0,0.167,0.167,1.0,1.0,mirror_z0,1.0,0,,0.0,0.5,0.6,0.5,0.5,0.634
apocalypse_booty_box,2.0,2.1,1,1,1,1,0,0,1,Group5574,Group5574,False,0,0,1|2|3,False,True,False,False,8.265100002288818,5.653599977493286,4.742000102996826,11.079785003788142,134,76,1.763,148,0,0,222,0,0,False,2,164.7051985105674,222,96,0.432,34.56,74,1.0,0,37,24,15,104,1,1.0,0,0,True,0.00989999994635582,0.9835000038146973,0.009999999776482582,0.9652000069618225,False,0.576,0.6387,0.9,0.433,0.05284,1.13,False,0.947,0.947,0.684,0.0,1.0,1.0,mirror_z0,1.0,0,,0.0,0.5,0.459,0.5,0.432,0.489
fx_absorbtion_beam,0.7,2.1,1,1,1,1,0,0,1,fx_absorbtion_beam,fx_absorbtion_beam,False,0,0,1|2|3,False,True,False,False,30.209556579589844,0.0,74.5969467163086,80.48181016932475,24,24,1.0,22,0,0,45,24,0,True,1,859.7043666152622,21,0,0.0,0.0,11,1.0,0,1,22,1,22,1,1.0,1,0,True,0.19303399324417114,0.8587599992752075,0.004654999822378159,0.9953449964523315,False,0.4573,0.5065,0.9,0.0,0.02289,1.21,False,0.0,0.0,1.0,1.0,0.083,0.083,mirror_y0,1.0,0,,0.0,0.273,0.0,0.5,0.455,0.335
fx_aurum,0.7,2.1,1,1,1,1,0,0,1,Cylinder003,Cylinder003,False,0,0,1|2|3,False,True,False,False,45.945106506347656,52.48756980895996,41.14459991455078,80.98626981444772,54,18,3.0,24,0,0,36,0,0,False,6,10044.643619585386,36,27,0.75,75.0,9,0.75,6,15,2,0,0,3,0.333,0,1,True,0.04825900122523308,0.9793180227279663,0.013439999893307686,0.9768790006637573,False,1.8649,0.7695,2.42,0.667,0.01273,1.13,False,0.056,0.111,0.0,0.0,0.056,0.111,mirror_xc,0.111,0,,0.0,0.667,0.5,0.5,0.417,0.464
fx_beacon_bottom_earth,8.9,2.1,1,1,1,1,0,0,1,fx_beacon_bottom_earth,fx_beacon_bottom_earth,False,0,0,1|2|3,False,True,False,False,23.460020065307617,23.94683074951172,25.9544677734375,42.3964343054083,1121,674,1.663,896,0,0,1556,424,0,True,14,3257.010910840372,1132,300,0.265,20.45,338,0.754,220,427,16,23,280,28,0.116,12,67,True,-0.9242590069770813,1.9585039615631104,9.999999747378752e-06,0.9355419874191284,True,3.4541,0.4904,7.04,0.399,0.03272,3.25,False,1.0,1.0,0.0,0.742,1.0,1.0,mirror_x0,1.0,0,,0.0,0.5,0.522,0.5,0.848,0.743
fx_beacon_bottom_mars,6.3,2.1,1,1,1,1,0,0,1,fx_beacon_bottom_mars,fx_beacon_bottom_mars,False,0,0,1|2|3,False,True,False,False,39.25570297241211,61.640480041503906,39.25570487976074,82.95522503864454,788,304,2.592,498,0,0,783,72,0,True,19,5063.113961069754,711,276,0.388,27.6,229,0.92,40,135,48,14,292,18,0.687,0,17,True,0.003963999915868044,1.0,0.0038960000965744257,0.9637110233306885,False,1.1819,0.2047,5.77,0.614,0.00927,2.44,False,1.0,1.0,0.0,0.0,1.0,1.0,mirror_x0,1.0,0,,0.0,0.484,0.723,0.516,0.048,0.067
fx_beacon_bottom_venus,5.2,2.1,1,1,1,1,0,0,1,fx_beacon_bottom_venus,fx_beacon_bottom_venus,False,0,0,1|2|3,False,True,False,False,25.69942283630371,62.99420166015625,25.69942283630371,72.72681837560812,449,278,1.615,524,0,0,786,0,0,False,16,6348.780857661544,786,208,0.265,27.24,141,0.538,242,366,6,14,52,8,0.305,0,10,True,0.011285999789834023,0.9082940220832825,-0.0008549999911338091,0.7355290055274963,False,1.352,0.2918,4.63,0.381,0.01158,1.21,False,0.525,0.525,0.0,0.0,0.525,0.525,mirror_x0,0.525,4,y,1.0,0.5,0.718,0.5,0.573,0.588
fx_beacon_glow_blue,1.0,2.1,1,1,1,1,0,0,1,fx_beacon_glow_blue,fx_beacon_glow_blue,False,0,0,1|2|3,False,True,False,False,27.92394256591797,31.768542428711044,27.92394256591797,50.68267381358431,65,65,1.0,60,0,0,114,48,0,True,11,258.7726839015272,66,16,0.242,18.79,26,0.867,8,34,2,0,0,11,0.667,10,1,True,0.47814199328422546,0.4949910044670105,0.9012020230293274,0.9219539761543274,False,0.0004,0.0004,0.94,0.0,0.00189,2.28,False,1.0,1.0,0.015,0.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.667,0.5,0.067,0.792
fx_beacon_glow_green,1.0,2.1,1,1,1,1,0,0,1,fx_beacon_glow_green,fx_beacon_glow_green,False,0,0,1|2|3,False,True,False,False,27.92394256591797,31.768542428711044,27.92394256591797,50.68267381358431,65,65,1.0,60,0,0,114,48,0,True,11,258.7726839015272,66,16,0.242,18.79,26,0.867,8,34,2,0,0,11,0.667,10,1,True,0.6550419926643372,0.6718909740447998,0.9012020230293274,0.9219539761543274,False,0.0004,0.0005,0.82,0.0,0.00189,2.28,False,1.0,1.0,0.015,0.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.667,0.5,0.067,0.792
fx_beacon_glow_red,1.0,2.1,1,1,1,1,0,0,1,fx_beacon_glow_red,fx_beacon_glow_red,False,0,0,1|2|3,False,True,False,False,27.92394256591797,31.768542428711044,27.92394256591797,50.68267381358431,65,65,1.0,60,0,0,114,48,0,True,11,258.7726839015272,66,16,0.242,18.79,26,0.867,8,34,2,0,0,11,0.667,10,1,True,0.9694880247116089,0.9863380193710327,0.9012020230293274,0.9219539761543274,False,0.0004,0.0004,0.97,0.0,0.00189,2.28,False,1.0,1.0,0.015,0.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.667,0.5,0.067,0.792
fx_beacon_top_generic,6.0,2.1,1,1,1,1,0,0,1,fx_beacon_top_generic,fx_beacon_top_generic,False,0,0,1|2|3,False,True,False,False,37.48122024536133,66.41251111030579,37.48122024536133,84.97238006634308,697,338,2.062,558,0,0,873,72,0,True,23,5286.113348049123,801,324,0.404,44.43,163,0.584,232,371,8,15,78,18,0.122,0,23,True,0.0008370000286959112,0.9986510276794434,0.0023990001063793898,0.8465960025787354,False,1.626,0.3066,5.3,0.515,0.01471,1.1,False,1.0,1.0,0.0,0.047,1.0,1.0,mirror_x0,1.0,4,y,0.976,0.496,0.52,0.496,0.473,0.432
fx_beam_generic,0.2,2.1,1,1,1,1,0,0,1,Plane001,Plane001,False,0,0,1|2|3,False,True,False,False,18.73009967803955,0.0,99.6650013923645,101.40970928115964,4,4,1.0,2,0,0,5,4,0,True,1,1866.7354104909377,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,-2.119999885559082,3.119999885559082,0.007600000128149986,0.9923999905586243,True,5.1604,0.7596,6.79,0.0,,,False,0.0,1.0,1.0,1.0,0.0,1.0,mirror_xc,1.0,0,,0.0,0.5,0.0,0.5,1.0,1.0
fx_beam_generic_flippedUV,0.2,2.1,1,1,1,1,0,0,1,Plane001,Plane001,False,0,0,1|2|3,False,True,False,False,18.73009967803955,0.0,99.6650013923645,101.40970928115964,4,4,1.0,2,0,0,5,4,0,True,1,1866.7354104909377,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,-2.119999885559082,3.119999885559082,0.007600000128149986,0.9923999905586243,True,5.1604,0.7596,6.79,0.0,,,False,0.0,1.0,1.0,1.0,0.0,1.0,mirror_xc,1.0,0,,0.0,0.5,0.0,0.5,1.0,1.0
fx_blueprintbox,0.2,2.1,1,1,1,1,0,0,1,gear_ring,gear_ring,False,0,0,1|2|3,False,True,False,False,45.0,22.499998092651367,38.97114562988281,63.63961113862065,4,4,1.0,2,0,0,5,4,0,True,1,2025.000052937424,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0,65536.0,0.0,,,False,1.0,1.0,0.0,0.0,0.0,0.0,mirror_x0,1.0,0,,0.0,0.5,0.5,0.5,1.0,1.0
fx_boltrum,5.2,2.1,1,1,1,1,0,0,1,boltrum,boltrum,False,0,0,1|2|3,False,True,False,False,3.9524340629577637,7.0722527503967285,3.111572027206421,8.678731155417616,418,168,2.488,312,0,0,468,0,0,False,12,38.45710367584771,468,164,0.35,31.33,29,0.186,254,261,10,7,47,6,0.301,0,2,True,0.02027899958193302,0.97816002368927,0.018376000225543976,0.9715309739112854,False,0.8714,0.7134,1.22,0.598,0.15024,1.36,False,0.0,0.006,0.024,0.0,0.012,0.006,mirror_y0,0.024,0,,0.0,0.718,0.439,0.619,0.308,0.07
fx_chain_bolt,1.6,2.1,1,1,1,1,0,0,1,fx_chain_bolt,fx_chain_bolt,False,0,0,1|2|3,False,True,False,False,17.618167877197266,6.412487983703613,100.0,101.74241908609334,130,95,1.368,144,0,0,238,80,18,True,1,2671.4859483060573,140,0,0.0,0.0,70,0.972,4,4,36,4,144,1,1.0,0,0,True,-0.044773001223802567,2.2281479835510254,0.0,1.0,True,2.928,0.4766,6.14,0.269,0.03309,1.63,False,1.0,1.0,1.0,1.0,0.053,1.0,mirror_x0,1.0,0,,0.0,0.5,0.5,0.5,0.333,0.176
fx_charge_shield_beam_fat,0.2,2.1,1,1,1,1,0,0,1,fx_charge_shield_beam_fat,fx_charge_shield_beam_fat,False,0,0,1|2|3,False,True,False,False,19.4715576171875,0.0,73.1098861694336,75.65842327029416,4,4,1.0,2,0,0,5,4,0,True,1,1423.5633609341457,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0,65536.0,0.0,,,False,0.0,1.0,1.0,1.0,1.0,1.0,mirror_xc,1.0,0,,0.0,0.5,0.0,0.5,1.0,1.0
fx_charge_shield_beam_thin,0.3,2.1,1,1,1,1,0,0,1,fx_charge_shield_beam_thin,fx_charge_shield_beam_thin,False,0,0,1|2|3,False,True,False,False,7.6753997802734375,0.0,73.10989379882812,73.51168841118363,4,4,1.0,2,0,0,5,4,0,True,1,561.1476335200132,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0,65536.0,0.0,,,False,0.0,1.0,1.0,1.0,1.0,1.0,mirror_xc,1.0,0,,0.0,0.5,0.0,0.5,1.0,1.0
fx_crystal_outer_glow,0.3,2.1,1,1,1,1,0,0,1,fx_crystal_outer_glow,fx_crystal_outer_glow,False,0,0,1|2|3,False,True,False,False,36.55827331542969,0.0,36.55821228027344,51.701162781268216,8,8,1.0,6,0,0,13,8,0,True,1,932.1379142115693,5,0,0.0,0.0,3,1.0,0,1,6,1,6,1,1.0,1,0,True,0.19913800060749054,0.8587599992752075,0.004654999822378159,0.9953449964523315,False,0.4558,0.6589,0.69,0.0,0.02211,1.0,False,0.0,0.125,1.0,1.0,0.0,0.0,mirror_y0,1.0,0,,0.0,0.5,0.0,0.5,0.5,0.28
fx_crystal_shard,0.4,2.1,1,1,1,1,0,0,1,fx_crystal_shard,fx_crystal_shard,False,0,0,1|2|3,False,True,False,False,13.858097076416016,0.188618004322052,5.847933053970337,15.042631163950121,18,6,3.0,8,0,0,12,0,0,False,2,82.39871737446067,12,9,0.75,75.0,3,0.75,2,5,2,0,0,1,1.0,0,0,True,0.4878149926662445,0.535539984703064,0.5878350138664246,0.6500880122184753,False,0.0014,0.0013,1.04,0.667,0.01086,2.17,False,0.0,0.0,1.0,1.0,0.333,0.0,mirror_y0,1.0,0,,0.0,0.25,0.5,0.625,0.25,0.014
fx_crystal_sphere,2.8,2.1,1,1,1,1,0,0,1,fx_crystal_sphere,fx_crystal_sphere,False,0,0,1|2|3,False,True,False,False,112.39051818847656,112.23660659790039,116.47384262084961,196.9640587877712,540,92,5.87,180,0,0,270,0,0,False,2,37862.464170632404,270,237,0.878,36.66,0,0.0,180,180,1,0,0,1,1.0,0,0,True,0.38007301092147827,0.6784160137176514,0.4676220118999481,0.6088650226593018,False,0.1216,0.0047,25.71,0.83,0.00177,1.05,False,0.022,0.022,0.022,0.0,0.043,0.043,mirror_z0,0.043,0,,0.0,0.489,0.511,0.5,0.744,0.743
fx_ctb_ring_inner,1.3,2.1,1,1,1,1,0,0,1,fx_ctb_ring_inner,fx_ctb_ring_inner,False,0,0,1|2|3,False,True,False,False,52.6512508392334,0.0,56.02228510379791,76.88075600036132,92,52,1.769,46,0,0,95,52,0,True,3,447.6090266223707,43,0,0.0,0.0,23,1.0,0,3,30,3,46,3,0.652,3,2,True,-0.04252399876713753,19.56248664855957,0.0,1.0,True,8.1069,0.4961,16.34,0.435,0.17827,2.13,False,0.0,0.019,1.0,1.0,0.0,0.0,mirror_y0,1.0,0,,0.0,0.478,0.0,0.609,0.478,0.545
fx_ctb_ring_middle,6.3,2.1,1,1,1,1,0,0,1,fx_ctb_ring_middle,fx_ctb_ring_middle,False,0,0,1|2|3,False,True,False,False,144.1151351928711,0.0,144.11512756347656,203.8095733381939,656,360,1.822,328,0,0,672,360,0,True,16,5050.995981950509,312,0,0.0,0.0,161,0.982,6,16,40,16,328,16,0.122,16,30,True,-23.294368743896484,24.793258666992188,0.0,1.0,True,59.0236,0.498,118.51,0.451,0.12563,1.98,False,0.994,0.994,1.0,1.0,0.994,0.994,mirror_y0,1.0,64,y,0.978,0.5,0.0,0.5,1.0,1.0
fx_ctb_ring_outer,1.3,2.1,1,1,1,1,0,0,1,fx_ctb_ring_outer,fx_ctb_ring_outer,False,0,0,1|2|3,False,True,False,False,76.51411294937134,0.0,77.4769492149353,108.89025273220197,104,60,1.733,52,0,0,108,60,0,True,4,1243.5712064471318,48,0,0.0,0.0,26,1.0,0,4,28,4,52,4,0.538,4,4,True,-18.93791389465332,14.573929786682129,0.0,1.0,True,8.7172,0.4922,17.71,0.423,0.10392,1.74,False,0.0,0.0,1.0,1.0,0.0,0.0,mirror_y0,1.0,0,,0.0,0.385,0.0,0.346,0.385,0.373
fx_curved_leaf,0.7,2.1,1,1,1,1,0,0,1,modelPanel1ViewSelectedSet1,modelPanel1ViewSelectedSet1,False,0,0,1|2|3,False,True,False,False,43.33770751953125,12.566514015197754,8.074665069580078,45.839659504936265,33,33,1.0,40,0,0,72,24,0,True,1,411.7912579659305,48,0,0.0,5.08,20,1.0,0,20,2,0,0,1,1.0,0,0,True,0.0,1.0,0.0,1.0,False,0.9945,0.498,2.0,0.0,0.04483,2.05,False,1.0,1.0,1.0,1.0,0.0,0.0,mirror_x0,1.0,0,,0.0,0.5,0.5,0.4,0.4,0.201
fx_curved_plane,0.6,2.1,1,1,1,1,0,0,1,Plane001,Plane001,False,0,0,1|2|3,False,True,False,False,67.79979705810547,50.0,7.515399932861328,84.57714654249774,64,34,1.882,32,0,0,65,34,0,True,1,3499.5604720178767,31,0,0.0,1.51,16,1.0,0,16,2,0,0,1,1.0,0,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0037,273.07,0.469,0.0169,1.0,False,1.0,1.0,1.0,1.0,0.059,0.0,mirror_x0,1.0,0,,0.0,0.5,0.5,0.312,0.375,0.375
fx_gate_effect,0.6,2.1,1,1,1,1,0,0,1,Plane001,Plane001,False,0,0,1|2|3,False,True,False,False,48.082698822021484,2.1357998847961426,49.20209884643555,68.82843960203904,36,36,1.0,18,0,0,45,36,0,True,9,26.713579988432073,9,0,0.0,0.0,9,1.0,0,9,2,0,0,9,0.111,9,9,True,0.0,1.0,0.0,1.0,False,9.0,0.0,589824.0,0.0,0.58044,1.0,False,0.0,0.0,0.333,0.333,0.0,0.0,mirror_y0,0.333,0,,0.0,0.667,0.333,0.333,1.0,1.0
fx_halloween_booty_box,4.7,2.1,1,1,1,1,0,0,1,halloween_booty_box_lowpoly,halloween_booty_box_lowpoly,False,0,0,1|2|3,False,True,False,False,7.41379976272583,5.304999828338623,4.582399845123291,10.203226864137264,454,146,3.11,288,0,0,432,0,0,False,2,132.91612170827662,432,203,0.47,33.05,91,0.632,106,163,12,19,98,1,1.0,0,0,True,0.004399999976158142,0.9907000064849854,0.05260000005364418,1.0006999969482422,False,0.6678,0.7894,0.85,0.678,0.07178,1.17,False,0.055,0.055,0.0,0.0,0.082,0.082,mirror_z0,0.082,0,,0.0,0.5,0.639,0.5,0.507,0.397
fx_halloween_booty_box_glow,1.9,2.1,1,1,1,1,0,0,1,box_glow,box_glow,False,0,0,1|2|3,False,True,False,False,6.434599876403809,4.222700119018555,3.9036999940872192,8.629840410367493,142,76,1.868,104,0,0,178,44,0,True,2,59.76469098269163,134,50,0.373,28.66,26,0.5,52,67,6,8,36,3,0.692,0,0,True,0.004399999976158142,0.6833000183105469,0.05260000005364418,0.9896000027656555,False,0.3055,0.3866,0.79,0.465,0.07059,1.11,False,0.0,0.947,0.0,0.0,0.158,0.158,mirror_xc,0.947,0,,0.0,0.5,0.692,0.481,0.635,0.661
fx_hologram_cylinder,0.8,2.1,1,1,1,1,0,0,1,Cylinder001,Cylinder001,False,0,0,1|2|3,False,True,False,False,64.0,16.0,64.0,91.91300234460846,66,64,1.031,64,0,0,128,64,0,True,0,3211.823565385576,64,0,0.0,5.63,32,1.0,0,32,2,0,0,1,1.0,0,0,True,0.0,4.0,0.0,1.0,True,4.0,0.0039,1024.0,0.03,0.03529,1.0,False,1.0,1.0,0.5,1.0,1.0,1.0,mirror_x0,1.0,32,y,1.0,0.5,0.5,0.5,1.0,1.0
fx_hybrid_alloy,2.9,2.1,1,1,1,1,0,0,1,Box001,Box001,False,0,0,1|2|3,False,True,False,False,3.058242082595825,5.904786109924316,2.625701904296875,7.149381380926844,134,116,1.155,228,0,0,342,0,0,False,2,46.39110947407714,342,50,0.146,16.11,24,0.211,180,202,3,2,6,1,1.0,0,0,True,0.022677000612020493,0.9788560271263123,0.12567399442195892,0.9027950167655945,False,0.5884,0.6634,0.89,0.134,0.11262,1.12,False,0.0,0.0,0.034,0.034,1.0,1.0,mirror_z0,1.0,0,,0.0,0.412,0.5,0.5,0.789,0.796
fx_icecube,3.0,2.1,1,1,1,1,0,0,1,lowpoly,lowpoly,False,0,0,1|2|3,False,True,False,False,212.21229553222656,168.76370239257812,215.158203125,346.1333529035977,264,68,3.882,132,0,0,198,0,0,False,2,167126.86640910082,198,40,0.202,19.42,29,0.439,74,103,2,0,0,1,1.0,0,0,True,0.009100000374019146,0.987500011920929,0.035999998450279236,0.9671000242233276,False,0.6891,0.7373,0.93,0.742,0.00215,1.31,False,0.0,0.029,0.0,0.0,0.0,0.044,mirror_zc,0.044,0,,0.0,0.5,0.5,0.5,0.788,0.686
fx_leech_cloud,2.0,2.1,1,1,1,1,0,0,1,fx_leech_cloud,fx_leech_cloud,False,0,0,1|2|3,False,True,False,False,78.46282196044922,31.536476135253906,79.99997329711914,116.40858853437905,150,150,1.0,224,0,0,372,72,0,True,2,5214.261322631959,300,0,0.0,7.6,112,1.0,0,112,2,0,0,2,0.5,0,0,True,0.0,1.0,0.0,1.0,False,2.0,0.6973,2.87,0.0,0.0189,1.31,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,0,,0.0,0.5,0.5,0.5,1.0,1.0
fx_loot_booty_chest_glow,5.1,2.1,1,1,1,1,0,0,1,fx_loot_booty_chest_glow,fx_loot_booty_chest_glow,False,0,0,1|2|3,False,True,False,False,2.568092107772827,1.7569689750671387,1.3356930017471313,3.3861649174648623,460,293,1.57,510,0,0,791,52,0,True,12,10.834368055811412,739,293,0.396,31.39,236,0.925,38,248,16,8,62,8,0.565,0,2,True,0.0,1.0,-0.3075760006904602,1.0,True,33.0387,0.9845,33.56,0.363,0.66953,2.46,False,1.0,1.0,0.0,0.0,0.891,0.0,mirror_x0,1.0,0,,0.0,0.5,0.612,0.475,0.643,0.354
fx_loot_booty_chest_metal,1.7,2.1,1,1,1,1,0,0,1,fx_loot_booty_chest_metal,fx_loot_booty_chest_metal,False,0,0,1|2|3,False,True,False,False,2.4050779342651367,0.9181990027427673,1.445039987564087,2.9522245585636075,204,64,3.188,106,0,0,165,12,0,True,5,19.5182891785631,153,76,0.497,42.65,53,1.0,0,29,10,6,60,4,0.415,0,3,True,-0.11983200162649155,1.1331020593643188,0.018073000013828278,0.9056050181388855,True,3.7016,0.8213,4.51,0.686,0.45403,1.17,False,1.0,1.0,0.0,0.25,0.875,0.0,mirror_x0,1.0,0,,0.0,0.5,0.547,0.453,0.632,0.396
fx_loot_box_UBA,1.6,2.1,1,1,1,1,0,0,1,fx_loot_box_empty,fx_loot_box_empty,False,0,0,1|2|3,False,True,False,False,1.156999945640564,1.156999945640564,1.156999945640564,2.0039826902038858,280,160,1.75,192,0,0,336,96,0,True,16,5.35258510941928,240,144,0.6,54.0,96,1.0,0,96,2,0,0,20,0.062,0,24,True,0.8759999871253967,0.9052000045776367,0.9060999751091003,0.9352999925613403,False,0.0466,0.0011,42.42,0.429,0.1156,4.14,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,x,1.0,0.5,0.5,0.5,0.833,0.74
fx_loot_box_complex,9.9,2.1,1,1,1,1,0,0,1,fx_loot_box_complex,fx_loot_box_complex,False,0,0,1|2|3,False,True,False,False,1.2920459508895874,1.2920459508895874,1.2920459508895874,2.2378892326544078,1408,440,3.2,656,0,0,1104,240,0,True,-8,10.248359799626966,864,312,0.361,24.89,302,0.921,52,224,10,56,344,25,0.634,24,0,True,0.0,1.0,0.011006000451743603,0.9955549836158752,False,32.4871,0.8282,39.22,0.688,0.63218,6.14,False,0.645,0.645,0.591,0.591,0.7,0.7,mirror_z0,0.7,0,,0.0,0.5,0.5,0.5,0.72,0.631
fx_loot_box_complex_glow,1.1,2.1,1,1,1,1,0,0,1,fx_loot_box_complex_glow,fx_loot_box_complex_glow,False,0,0,1|2|3,False,True,False,False,3.181567907333374,3.1874520778656006,3.179687976837158,5.512952088283208,144,144,1.0,72,0,0,180,144,0,True,36,42.58854888790821,36,0,0.0,0.0,36,1.0,0,36,2,0,0,36,0.028,36,174,True,0.0,1.0,0.0,0.9998999834060669,False,28.3772,0.7891,35.96,0.0,0.85236,1.18,False,0.889,0.889,0.833,0.833,0.833,0.833,mirror_x0,0.889,0,,0.0,0.444,0.444,0.444,0.333,0.463
fx_loot_box_content_UBA,0.6,2.1,1,1,1,1,0,0,1,fx_loot_box_content_flag_italy,fx_loot_box_content_flag_italy,False,0,0,1|2|3,False,True,False,False,1.0,1.0,1.0,1.7320508075688772,40,24,1.667,28,0,0,58,32,0,True,-6,6.0,26,4,0.154,13.85,14,1.0,0,6,6,4,24,1,1.0,0,0,True,0.022299999371170998,0.9868000149726868,0.07109999656677246,0.926800012588501,False,3.167,0.8102,3.91,0.4,0.88574,1.01,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.5,0.5,0.857,0.667
fx_loot_box_content_altec,3.0,2.1,1,1,1,1,0,0,1,fx_loot_box_content_altec,fx_loot_box_content_altec,False,0,0,1|2|3,False,True,False,False,1.613651990890503,1.3646780252456665,1.0988980531692505,2.3819730879152403,424,236,1.797,304,0,0,506,104,2,True,34,12.125209187197587,400,252,0.63,48.64,148,0.974,8,156,2,0,0,29,0.053,0,0,True,0.0,1.0,0.06702399998903275,0.9715819954872131,False,21.1111,0.8457,24.96,0.443,0.36795,3.51,False,0.186,0.186,0.356,0.356,0.186,0.186,mirror_y0,0.356,4,y,0.915,0.5,0.579,0.5,0.605,0.29
fx_loot_box_content_flag_brazil,1.2,2.1,1,1,1,1,0,0,1,fx_loot_box_content_flag_brazil,fx_loot_box_content_flag_brazil,False,0,0,1|2|3,False,True,False,False,1.0387639999389648,1.0,1.0387639999389648,1.777093496453801,124,108,1.148,100,0,0,198,96,0,True,10,7.268645183237561,102,12,0.118,10.59,50,1.0,0,14,20,4,80,9,0.2,8,0,True,0.01160299964249134,0.9987300038337708,0.06992900371551514,0.9890140295028687,False,1.6423,0.8308,1.98,0.129,0.0561,1.03,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.48,0.5,0.48,0.96,0.725
fx_loot_box_content_flag_czech,0.7,2.1,1,1,1,1,0,0,1,fx_loot_box_content_flag_czech,fx_loot_box_content_flag_czech,False,0,0,1|2|3,False,True,False,False,1.0,1.0,1.0,1.7320508075688772,56,16,3.5,28,0,0,42,0,0,False,2,6.0,42,16,0.381,34.29,11,0.786,6,6,6,4,24,1,1.0,0,0,True,0.01160299964249134,0.9987300038337708,0.016731999814510345,0.9475849866867065,False,1.6311,0.8268,1.97,0.714,0.01017,6.98,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.429,0.5,0.429,0.857,0.667
fx_loot_box_content_flag_france,0.7,2.1,1,1,1,1,0,0,1,fx_loot_box_content_flag_france,fx_loot_box_content_flag_france,False,0,0,1|2|3,False,True,False,False,1.0,1.0,1.0,1.7320508075688772,56,24,2.333,28,0,0,58,32,0,True,-6,6.0,26,4,0.154,13.85,14,1.0,0,6,6,4,24,1,1.0,0,0,True,0.01160299964249134,0.9987300038337708,0.01795399934053421,0.9519810080528259,False,1.6401,0.8289,1.98,0.571,0.05119,5.15,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.5,0.5,0.857,0.667
