asset,file_kb,awd_version,compressed,geometry_blocks,mesh_objects,render_objects,anchor_objects,anchor_tris,materials,material_names,object_names,has_skeleton,vertex_anim_blocks,embedded_textures,stream_types,stores_normals,stores_uv,stores_uv1,stores_skin,bbox_x,bbox_y,bbox_z,bbox_diag,verts_stored,verts_welded,vertex_split_ratio,tris,degenerate_tris,duplicate_faces,edges,boundary_edges,nonmanifold_edges,open_shell,euler_chi,surface_area,manifold_edge_pairs,hard_edges_gt30,hard_edge_ratio,mean_dihedral_deg,quads_detected,quad_tri_ratio,tris_not_in_quad,coplanar_clusters,max_coplanar_cluster_tris,ngon_clusters_ge3,tris_in_flat_clusters_ge3,islands,largest_island_tri_share,planar_islands,island_bbox_overlaps,has_uv,uv_min_u,uv_max_u,uv_min_v,uv_max_v,uv_tiled,uv_area_sum,uv_coverage,uv_overlap_factor,uv_seam_ratio,texel_density_p50,texel_density_iqr_ratio,has_normals_stream,mirror_x0,mirror_xc,mirror_y0,mirror_yc,mirror_z0,mirror_zc,best_mirror,best_mirror_frac,rot_sym_order,rot_sym_axis,rot_sym_frac,tri_share_x_upper_half,tri_share_y_upper_half,tri_share_z_upper_half,tri_share_outer_third_radial,area_share_outer_third_radial
fx_outer_ring_noisy,0.3,2.1,1,1,1,1,0,0,1,fx_outer_ring_noisy,fx_outer_ring_noisy,False,0,0,1|2|3,False,True,False,False,18.22650909423828,0.0,50.296037673950195,53.49670120167942,8,8,1.0,6,0,0,13,8,0,True,1,553.9717021674473,5,0,0.0,0.0,3,1.0,0,1,6,1,6,1,1.0,1,0,True,0.0,0.8872380256652832,0.0,1.0,False,0.5362,0.7319,0.73,0.0,0.03111,1.0,False,0.0,0.0,1.0,1.0,0.0,0.0,mirror_y0,1.0,0,,0.0,0.5,0.0,0.5,0.5,0.263
fx_outer_ring_streak,0.2,2.1,1,1,1,1,0,0,1,fx_outer_ring_streak,fx_outer_ring_streak,False,0,0,1|2|3,False,True,False,False,5.648931980133057,0.0,55.58728790283203,55.87358059860229,4,4,1.0,2,0,0,5,4,0,True,1,314.00870229883367,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0,65536.0,0.0,,,False,1.0,1.0,1.0,1.0,0.0,1.0,mirror_x0,1.0,0,,0.0,0.5,0.0,0.5,1.0,1.0
fx_plague,2.3,2.1,1,1,1,1,0,0,1,Box001,Box001,False,0,0,1|2|3,False,True,False,False,66.51399993896484,31.57890033721924,45.29220008850098,86.444910337425,92,74,1.243,144,0,0,216,0,0,False,2,6817.619682739013,216,71,0.329,22.84,6,0.083,132,137,3,1,3,1,1.0,0,0,True,0.054099999368190765,0.9581999778747559,0.051899999380111694,0.961899995803833,False,1.0597,0.6268,1.69,0.196,0.01228,1.63,False,0.0,0.027,0.027,0.0,0.014,0.0,mirror_xc,0.027,0,,0.0,0.528,0.493,0.465,0.521,0.494
fx_prismatium,1.6,2.1,1,1,1,1,0,0,1,boltrum,boltrum,False,0,0,1|2|3,False,True,False,False,3.1965229511260986,5.914691925048828,3.6663728952407837,7.657912884870786,75,45,1.667,86,0,0,129,0,0,False,2,33.10714573291662,129,58,0.45,32.67,1,0.023,84,85,2,0,0,1,1.0,0,0,True,0.010893000289797783,0.9879429936408997,0.029952000826597214,0.9685649871826172,False,0.5234,0.6287,0.83,0.4,0.13028,1.15,False,0.0,0.0,0.044,0.0,0.0,0.022,mirror_y0,0.044,0,,0.0,0.488,0.488,0.581,0.36,0.538
fx_pyramid_flare,1.2,2.1,1,1,1,1,0,0,1,polySurface4,polySurface4,False,0,0,1|2|3,False,True,False,False,14.703240394592285,0.0,14.703240394592285,20.793521976864348,98,96,1.021,80,0,0,168,96,0,True,8,25.563468291935102,72,0,0.0,0.0,40,1.0,0,9,64,1,64,9,0.8,9,36,True,0.0,1.0,0.0,1.0,False,8.2355,0.001,8567.01,0.02,0.41448,1.06,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.0,0.5,0.1,0.636
fx_radiation_arrow,0.6,2.1,1,1,1,1,0,0,1,modelPanel1ViewSelectedSet5,modelPanel1ViewSelectedSet5,False,0,0,1|2|3,False,True,False,False,73.48185729980469,10.328479766845703,167.67578125,183.3614694103449,70,17,4.118,30,0,0,45,0,0,False,2,15856.469071817291,45,22,0.489,46.1,14,0.933,2,11,4,5,20,1,1.0,0,0,True,-1.9334770441055298,2.6203858852386475,-0.3925819993019104,1.4345149993896484,True,8.2494,0.5206,15.84,0.757,0.02594,25986360.77,False,1.0,1.0,1.0,1.0,0.0,0.0,mirror_x0,1.0,0,,0.0,0.5,0.467,0.467,0.133,0.023
fx_rift_glow,2.1,2.1,1,1,1,1,0,0,1,fx_rift_glow,fx_rift_glow,False,0,0,1|2|3,False,True,False,False,7.452988147735596,0.7329760193824768,9.067071914672852,11.759935343407559,110,101,1.089,106,0,0,207,96,0,True,0,16.604748058866242,111,20,0.18,20.19,34,0.642,38,72,2,0,0,1,1.0,0,0,True,-32.53498458862305,32.19729232788086,0.09899400174617767,0.9010059833526611,True,73.9193,0.7592,97.36,0.082,2.1859,1.1,False,0.02,0.0,0.406,0.0,0.02,0.0,mirror_y0,0.406,0,,0.0,0.585,0.5,0.396,0.208,0.259
fx_rift_main,2.2,2.1,1,1,1,1,0,0,1,fx_rift_main,fx_rift_main,False,0,0,1|2|3,False,True,False,False,7.452988147735596,0.09776999801397324,9.067071914672852,11.737477770315397,127,82,1.549,121,0,0,202,41,0,True,1,5.502367938495585,161,45,0.28,13.19,60,0.992,1,40,39,3,47,1,1.0,0,0,True,-32.53498458862305,32.19729232788086,0.09899400174617767,0.9010059833526611,True,73.9936,0.757,97.75,0.354,4.59114,25.67,False,0.012,0.024,0.5,0.0,0.012,0.0,mirror_y0,0.5,0,,0.0,0.595,0.339,0.331,0.116,0.261
fx_rift_spikes,3.0,2.1,1,1,1,1,0,0,1,fx_rift_spikes,fx_rift_spikes,False,0,0,1|2|3,False,True,False,False,6.151803016662598,3.5517321079969406,7.797919273376465,10.548318648812785,315,175,1.8,140,0,0,280,140,0,True,35,7.224430968214499,140,88,0.629,50.56,0,0.0,140,140,1,0,0,35,0.029,0,29,True,-4.735097885131836,-1.8478319644927979,0.14704500138759613,0.9010050296783447,True,76.1909,0.3552,214.49,0.444,5.58031,3.75,False,0.0,0.006,0.229,0.0,0.0,0.0,mirror_y0,0.229,0,,0.0,0.5,0.0,0.357,0.2,0.23
fx_ring,1.8,2.1,1,1,1,1,0,0,1,Tube001,Tube001,False,0,0,1|2|3,False,True,False,False,100.03610229492188,0.0,100.04199981689453,141.47658283166015,180,144,1.25,144,0,0,288,144,0,True,0,5106.856921798884,144,0,0.0,0.0,72,1.0,0,1,144,1,144,1,1.0,1,0,True,-0.0020000000949949026,1.0019999742507935,-0.0020000000949949026,1.0019999742507935,False,18.0003,0.2636,68.28,0.2,0.06091,1.3,False,0.0,1.0,0.0,1.0,1.0,1.0,mirror_xc,1.0,37,y,1.0,0.5,0.0,0.5,1.0,1.0
fx_ring_sab50,0.6,2.1,1,1,1,1,0,0,1,fx_ring_SAB50,fx_ring_SAB50,False,0,0,1|2|3,False,True,False,False,20.0,6.63640022277832,20.0,29.05239762768113,40,32,1.25,32,0,0,64,32,0,True,0,414.3034801938177,32,0,0.0,11.25,16,1.0,0,16,2,0,0,1,1.0,0,0,True,0.00559999980032444,0.9993000030517578,0.00800000037997961,0.998199999332428,False,3.9028,0.9883,3.95,0.2,0.09707,1.0,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,16,y,1.0,0.5,0.5,0.5,1.0,1.0
fx_ripple_ring,0.7,2.1,1,1,1,1,0,0,1,fx_ripple_ring,fx_ripple_ring,False,0,0,1|2|3,False,True,False,False,38.366207122802734,0.0,101.84827041625977,108.8349026543111,48,26,1.846,24,0,0,49,26,0,True,1,1312.8239268359425,23,0,0.0,0.0,12,1.0,0,1,24,1,24,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.3421,2.92,0.458,0.02801,1.12,False,0.0,0.0,1.0,1.0,1.0,1.0,mirror_y0,1.0,0,,0.0,0.625,0.0,0.5,0.375,0.38
fx_saimon_box,5.0,2.1,1,1,1,1,0,0,1,Box3,Box3,False,0,0,1|2|3,False,True,False,False,51.65326690673828,132.06560516357422,58.701852798461914,153.47733243489776,396,150,2.64,304,0,0,456,0,0,False,-2,22656.498836761028,456,182,0.399,34.33,32,0.211,240,259,11,5,29,2,0.809,0,1,True,-7.599999662488699e-05,0.9889190196990967,0.014491000212728977,0.9939460158348083,False,1.1246,0.7306,1.54,0.621,0.0071,1.84,False,1.0,1.0,0.013,0.013,0.02,0.02,mirror_x0,1.0,0,,0.0,0.493,0.411,0.612,0.461,0.363
fx_scrapium,2.0,2.1,1,1,1,1,0,0,1,scrapium_ingame,scrapium_ingame,False,0,0,1|2|3,False,True,False,False,48.407066345214844,16.90479326248169,43.750959396362305,67.40298625060629,111,81,1.37,150,0,0,225,0,0,False,6,3118.3523211607226,225,106,0.471,42.55,12,0.16,126,137,3,1,3,3,0.333,0,3,True,0.05345899984240532,0.9022340178489685,0.021441999822854996,0.95278000831604,False,0.8146,0.3948,2.06,0.27,0.01676,1.22,False,0.025,0.0,0.025,0.0,0.025,0.037,mirror_zc,0.037,0,,0.0,0.4,0.6,0.453,0.313,0.3
fx_shield_ring,2.5,2.1,1,1,1,1,0,0,1,fx_shield_ring,fx_shield_ring,False,0,0,1|2|3,False,True,False,False,87.01205825805664,0.0,87.01205444335938,123.05363018114329,256,128,2.0,128,0,0,256,128,0,True,0,3932.821843730167,128,0,0.0,0.0,64,1.0,0,1,128,1,128,1,1.0,1,0,True,0.0,14.0,0.04252399876713753,1.042523980140686,True,14.0,0.0039,3612.22,0.5,0.06179,1.31,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,64,y,1.0,0.5,0.0,0.5,1.0,1.0
fx_shock_wave_fat,2.5,2.1,1,1,1,1,0,0,1,fx_shock_wave_fat,fx_shock_wave_fat,False,0,0,1|2|3,False,True,False,False,87.01205825805664,0.0,87.01205444335938,123.05363018114329,256,128,2.0,128,0,0,256,128,0,True,0,3932.821843730167,128,0,0.0,0.0,64,1.0,0,1,128,1,128,1,1.0,1,0,True,-24.315820693969727,25.36519432067871,0.0,1.0,True,49.5997,0.0037,13432.09,0.5,0.11404,1.31,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,64,y,1.0,0.5,0.0,0.5,1.0,1.0
fx_shock_wave_medium,2.5,2.1,1,1,1,1,0,0,1,fx_shock_wave_medium,fx_shock_wave_medium,False,0,0,1|2|3,False,True,False,False,87.01205825805664,0.0,87.01205444335938,123.05363018114329,256,128,2.0,128,0,0,256,128,0,True,0,2669.2783753360295,128,0,0.0,0.0,64,1.0,0,1,128,1,128,1,1.0,1,0,True,-24.315820693969727,25.36519432067871,0.0,1.0,True,49.5997,0.0037,13432.09,0.5,0.13597,1.16,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,64,y,1.0,0.5,0.0,0.5,1.0,1.0
fx_shock_wave_thin,2.5,2.1,1,1,1,1,0,0,1,fx_shock_wave_thin,fx_shock_wave_thin,False,0,0,1|2|3,False,True,False,False,87.01205825805664,0.0,87.01205444335938,123.05363018114329,256,128,2.0,128,0,0,256,128,0,True,0,1304.2874136982946,128,0,0.0,0.0,64,1.0,0,1,128,1,128,1,1.0,1,0,True,-24.315820693969727,25.36519432067871,0.0,1.0,True,49.5997,0.0037,13432.09,0.5,0.19334,1.06,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,64,y,1.0,0.5,0.0,0.5,1.0,1.0
fx_shock_wave_with_height,4.8,2.1,1,1,1,1,0,0,1,fx_shock_wave_with_height,fx_shock_wave_with_height,False,0,0,1|2|3,False,True,False,False,100.62640380859375,20.11091136932373,100.62639617919922,143.72123540927458,512,256,2.0,256,0,0,512,256,0,True,0,9261.982122194262,256,0,0.0,1.18,128,1.0,0,65,128,1,128,2,0.5,1,1,True,-24.315820693969727,25.36519432067871,-1.9999999949504854e-06,1.0000020265579224,True,99.1993,0.453,219.0,0.5,0.10999,1.49,False,1.0,1.0,0.5,0.0,1.0,1.0,mirror_x0,1.0,64,y,1.0,0.5,0.25,0.5,1.0,1.0
fx_simple_plane,0.2,2.1,1,1,1,1,0,0,1,Plane001,Plane001,False,0,0,1|2|3,False,True,False,False,100.0,0.0,100.0,141.4213562373095,4,4,1.0,2,0,0,5,4,0,True,1,10000.0,1,0,0.0,0.0,1,1.0,0,1,2,0,0,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0,65536.0,0.0,,,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.0,0.5,1.0,1.0
fx_slow_down_circle,1.8,2.1,1,1,1,1,0,0,1,fx_slow_down_circle,fx_slow_down_circle,False,0,0,1|2|3,False,True,False,False,98.6056022644043,0.0,123.13904571533203,157.75388862911913,130,128,1.016,128,0,0,256,128,0,True,0,3321.529780914588,128,0,0.0,0.0,64,1.0,0,1,128,1,128,1,1.0,1,0,True,0.0,1.0,0.0,1.0,False,1.0,0.0038,260.06,0.015,0.01743,1.11,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,0,,0.0,0.5,0.0,0.5,1.0,1.0
fx_slow_down_trail,2.0,2.1,1,1,1,1,0,0,1,fx_slow_down_trail,fx_slow_down_trail,False,0,0,1|2|3,False,True,False,False,174.27313232421875,0.0,148.2075653076172,228.7719542787233,132,130,1.015,128,0,0,257,130,0,True,1,2698.4107986516624,127,0,0.0,0.0,64,1.0,0,1,128,1,128,1,1.0,1,0,True,-0.30591899156570435,1.3059190511703491,0.0,1.0,True,3.1157,0.0038,810.28,0.015,0.03166,1.24,False,1.0,1.0,1.0,1.0,0.0,0.0,mirror_x0,1.0,0,,0.0,0.5,0.0,0.5,0.234,0.088
fx_soak_in,0.6,2.1,1,1,1,1,0,0,1,Plane001,Plane001,False,0,0,1|2|3,False,True,False,False,48.082698822021484,2.1357998847961426,49.20209884643555,68.82843960203904,36,36,1.0,18,0,0,45,36,0,True,9,26.713579988432073,9,0,0.0,0.0,9,1.0,0,9,2,0,0,9,0.111,9,9,True,0.0,1.0,0.0,1.0,False,9.0,0.0,589824.0,0.0,0.58044,1.0,False,0.0,0.0,0.333,0.333,0.0,0.0,mirror_y0,0.333,0,,0.0,0.667,0.333,0.333,1.0,1.0
fx_solace,1.0,2.1,1,1,1,1,0,0,1,Tube001,Tube001,False,0,0,1|2|3,False,True,False,False,98.65799713134766,98.65799713134766,0.0,139.52347757971776,48,40,1.2,40,0,0,80,40,0,True,0,5404.790193688977,40,0,0.0,0.0,19,0.95,2,1,40,1,40,1,1.0,1,0,True,0.04050000011920929,0.9235000014305115,0.044599998742341995,0.9714999794960022,False,1.8035,0.5867,3.07,0.167,0.01862,1.04,False,0.5,0.5,0.55,0.55,0.0,1.0,mirror_zc,1.0,0,,0.0,0.5,0.5,0.0,0.475,0.486
fx_sphere,5.5,2.1,1,1,1,1,0,0,1,fx_sphere,fx_sphere,False,0,0,1|2|3,False,True,False,False,79.9999885559082,80.0,79.99997329711914,138.56404258134654,423,362,1.169,720,0,0,1080,0,0,False,2,19895.289107370263,1080,0,0.0,7.16,336,0.933,48,384,2,0,0,1,1.0,0,0,True,-0.0008750000270083547,10.0,-4.425683975219727,1.3625370264053345,True,54.2693,0.9375,57.89,0.144,0.05091,1.56,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,24,y,1.0,0.5,0.5,0.5,0.533,0.708
fx_sphere_build_up,5.5,2.1,1,1,1,1,0,0,1,fx_sphere_build_up,fx_sphere_build_up,False,0,0,1|2|3,False,True,False,False,79.9999885559082,80.0,79.99997329711914,138.56404258134654,423,362,1.169,720,0,0,1080,0,0,False,2,19895.289107370263,1080,0,0.0,7.16,336,0.933,48,384,2,0,0,1,1.0,0,0,True,0.0,1.0,0.0,0.5,False,0.4688,0.4795,0.98,0.144,0.00473,1.56,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,24,y,1.0,0.5,0.5,0.5,0.533,0.708
fx_spike_glows,3.2,2.1,1,1,1,1,0,0,1,fx_spike_glows,fx_spike_glows,False,0,0,1|2|3,False,True,False,False,176.12818908691406,173.79641342163086,173.29102325439453,302.08626425213924,216,216,1.0,144,0,0,324,216,0,True,36,36905.76708130531,108,0,0.0,0.0,65,0.903,14,36,4,36,144,36,0.028,36,67,True,0.0,0.9413629770278931,0.05457200109958649,0.8838170170783997,False,18.0486,0.7842,23.02,0.0,0.02927,2.53,False,0.014,0.0,0.0,0.005,0.0,0.005,mirror_x0,0.014,0,,0.0,0.583,0.514,0.444,0.285,0.303
fx_star,3.7,2.1,1,1,1,1,0,0,1,fx_star,fx_star,False,0,0,1|2|3,False,True,False,False,96.43791580200195,94.47178649902344,9.551912307739258,135.33820257889428,180,108,1.667,216,0,0,324,0,0,False,0,7025.222251423736,324,142,0.438,31.27,67,0.62,82,149,2,0,0,1,1.0,0,0,True,0.34036800265312195,0.8519390225410461,0.26225900650024414,0.6657260060310364,False,0.0668,0.1087,0.61,0.4,0.00326,1.15,False,0.537,0.056,0.0,0.0,0.167,0.481,mirror_x0,0.537,0,,0.0,0.389,0.444,0.5,0.12,0.143
fx_streuner_launch,3.6,2.1,1,1,1,1,0,0,1,box,box,False,0,0,1|2|3,False,True,False,False,0.9941999912261963,1.1266000270843506,0.9944000244140625,1.801802611868269,558,156,3.577,252,0,0,386,16,0,True,22,12.05583231509,370,202,0.546,42.22,84,0.667,84,168,2,0,0,13,0.079,0,22,True,0.016699999570846558,0.9825000166893005,0.03519999980926514,0.9524000287055969,False,5.6168,0.7995,7.03,0.72,0.56401,1.34,False,0.026,0.026,0.0,0.0,0.385,0.385,mirror_z0,0.385,0,,0.0,0.516,0.381,0.5,0.881,0.68
fx_target_skoll,2.3,2.1,1,1,1,1,0,0,1,modelPanel1ViewSelectedSet4,modelPanel1ViewSelectedSet4,False,0,0,1|2|3,False,True,False,False,81.8039779663086,0.0,81.8039779663086,115.68829509602345,232,176,1.318,192,0,0,364,152,0,True,4,803.7787228052691,212,0,0.0,0.0,92,0.958,8,4,48,4,192,4,0.25,4,0,True,0.0,1.0,0.0,1.0,False,2.3374,0.5033,4.64,0.241,0.06259,1.03,False,1.0,1.0,1.0,1.0,1.0,1.0,mirror_x0,1.0,4,y,1.0,0.5,0.0,0.5,0.833,0.94
fx_venus_thunderstorm,0.3,2.1,1,1,1,1,0,0,1,asset_vru_venus,asset_vru_venus,False,0,0,1|2|3,False,True,False,False,602.7380065917969,602.7380065917969,59.6822509765625,854.4870860710157,9,9,1.0,8,0,0,16,8,0,True,1,359548.0830845572,8,0,0.0,5.83,4,1.0,0,4,2,0,0,1,1.0,0,0,True,0.0,1.0,0.0,1.0,False,0.9798,0.9844,1.0,0.0,0.00165,1.0,False,1.0,1.0,1.0,1.0,0.0,0.0,mirror_x0,1.0,4,z,1.0,0.5,0.5,0.75,0.5,0.495
fx_wrench,2.7,2.1,1,1,1,1,0,0,1,fx_wrench,fx_wrench,False,0,0,1|2|3,False,True,False,False,149.57689666748047,102.01576232910156,5.791441917419434,181.14636231441335,240,108,2.222,212,0,0,318,0,0,False,2,9373.223038755314,318,120,0.377,34.97,104,0.981,4,56,52,2,104,1,1.0,0,0,True,0.2482459992170334,0.7748309969902039,0.3486520051956177,0.5180150270462036,False,0.0441,0.0338,1.3,0.55,0.00166,1.91,False,0.0,0.0,0.0,0.0,1.0,1.0,mirror_z0,1.0,0,,0.0,0.5,0.5,0.5,0.67,0.282
half_sphere,1.2,2.1,1,1,1,1,0,0,1,Sphere001,Sphere001,False,0,0,1|2|3,False,True,False,False,31.327800750732422,31.327800750732422,4.99560022354126,44.584955100892806,73,73,1.0,120,0,0,192,24,0,True,1,839.1669910675446,168,0,0.0,5.53,48,0.8,24,72,2,0,0,1,1.0,0,0,True,0.0,1.0,0.0,1.0,False,0.7864,0.8492,0.93,0.0,0.03134,1.05,False,1.0,1.0,1.0,1.0,0.0,0.0,mirror_x0,1.0,24,z,1.0,0.5,0.5,0.4,0.2,0.264
plague_fx,2.1,2.1,1,1,1,1,0,0,1,Box001,Box001,False,0,0,1|2|3,False,True,False,False,66.51399993896484,31.57890033721924,45.29220008850098,86.444910337425,114,74,1.541,144,0,0,216,0,0,False,2,6817.619682739013,216,71,0.329,22.84,6,0.083,132,137,3,1,3,1,1.0,0,0,True,0.0,1.0,0.0,1.0,False,6.0,0.6225,9.64,0.351,0.02949,1.48,False,0.0,0.027,0.027,0.0,0.014,0.0,mirror_xc,0.027,0,,0.0,0.528,0.493,0.465,0.521,0.494
yuri_box,2.9,2.1,1,1,1,1,0,0,1,lowpoly,lowpoly,False,0,0,1|2|3,False,True,False,False,2.3775999546051025,2.91129994392395,2.683199942111969,4.61824759372854,184,174,1.057,230,0,0,391,92,0,True,13,9.702606262485395,299,116,0.388,21.99,64,0.557,102,135,8,10,72,12,0.696,11,14,True,0.002099999925121665,0.9990000128746033,0.0010000000474974513,0.9990000128746033,False,0.6654,0.6541,1.02,0.054,0.29394,3.2,False,0.471,0.0,0.011,0.0,0.046,0.006,mirror_x0,0.471,0,,0.0,0.717,0.487,0.096,0.404,0.473
