file,asset,channel,name_size,width,height,mips,format,format_id,cube,bytes
building-tradeport_alpha_256.atf,building-tradeport,alpha,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,17657
building-tradeport_alpha_512.atf,building-tradeport,alpha,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,48909
building-tradeport_glow_128.atf,building-tradeport,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9467
building-tradeport_glow_256.atf,building-tradeport,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27064
building-tradeport_glow_512.atf,building-tradeport,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,83941
building-tradeport_normal_128.atf,building-tradeport,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11053
building-tradeport_normal_256.atf,building-tradeport,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35913
building-tradeport_normal_512.atf,building-tradeport,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,125415
building-tradeport_specular_128.atf,building-tradeport,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9703
building-tradeport_specular_256.atf,building-tradeport,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30981
building-tradeport_specular_512.atf,building-tradeport,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,107103
capsule-sibelon-emperor-blue_diffuse_128.atf,capsule-sibelon-emperor-blue,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11026
capsule-sibelon-emperor-blue_diffuse_256.atf,capsule-sibelon-emperor-blue,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32974
capsule-sibelon-emperor-blue_diffuse_512.atf,capsule-sibelon-emperor-blue,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,114291
capsule-sibelon-emperor-blue_glow_128.atf,capsule-sibelon-emperor-blue,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9561
capsule-sibelon-emperor-blue_glow_256.atf,capsule-sibelon-emperor-blue,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27493
capsule-sibelon-emperor-blue_glow_512.atf,capsule-sibelon-emperor-blue,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,90302
capsule-sibelon-emperor-green_diffuse_128.atf,capsule-sibelon-emperor-green,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11306
capsule-sibelon-emperor-green_diffuse_256.atf,capsule-sibelon-emperor-green,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34847
capsule-sibelon-emperor-green_diffuse_512.atf,capsule-sibelon-emperor-green,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,119162
capsule-sibelon-emperor-green_glow_128.atf,capsule-sibelon-emperor-green,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9573
capsule-sibelon-emperor-green_glow_256.atf,capsule-sibelon-emperor-green,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27680
capsule-sibelon-emperor-green_glow_512.atf,capsule-sibelon-emperor-green,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,91564
capsule-sibelon-emperor-red_diffuse_128.atf,capsule-sibelon-emperor-red,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11284
capsule-sibelon-emperor-red_diffuse_256.atf,capsule-sibelon-emperor-red,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34735
capsule-sibelon-emperor-red_diffuse_512.atf,capsule-sibelon-emperor-red,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,118053
capsule-sibelon-emperor-red_glow_128.atf,capsule-sibelon-emperor-red,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9241
capsule-sibelon-emperor-red_glow_256.atf,capsule-sibelon-emperor-red,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,26175
capsule-sibelon-emperor-red_glow_512.atf,capsule-sibelon-emperor-red,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,81816
capsule-sibelon-emperor_glow_128.atf,capsule-sibelon-emperor,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9561
capsule-sibelon-emperor_glow_256.atf,capsule-sibelon-emperor,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27493
capsule-sibelon-emperor_glow_512.atf,capsule-sibelon-emperor,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,90302
capsule-sibelon-emperor_normal_128.atf,capsule-sibelon-emperor,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9779
capsule-sibelon-emperor_normal_256.atf,capsule-sibelon-emperor,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27689
capsule-sibelon-emperor_normal_512.atf,capsule-sibelon-emperor,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,88725
capsule-sibelon-emperor_specular_128.atf,capsule-sibelon-emperor,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11027
capsule-sibelon-emperor_specular_256.atf,capsule-sibelon-emperor,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34217
capsule-sibelon-emperor_specular_512.atf,capsule-sibelon-emperor,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,118885
cbs-asteroid_diffuse_128.atf,cbs-asteroid,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,9537
cbs-asteroid_diffuse_256.atf,cbs-asteroid,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,24669
cbs-asteroid_diffuse_512.atf,cbs-asteroid,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,74981
cbs-asteroid_glow_128.atf,cbs-asteroid,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,7361
cbs-asteroid_glow_256.atf,cbs-asteroid,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,16157
cbs-asteroid_glow_512.atf,cbs-asteroid,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,41504
cbs-asteroid_normal_128.atf,cbs-asteroid,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11068
cbs-asteroid_normal_256.atf,cbs-asteroid,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,33673
cbs-asteroid_normal_512.atf,cbs-asteroid,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,120116
cbs-asteroid_specular_128.atf,cbs-asteroid,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,8274
cbs-asteroid_specular_256.atf,cbs-asteroid,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,20799
cbs-asteroid_specular_512.atf,cbs-asteroid,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,63587
cbs-building-process_glow_128.atf,cbs-building-process,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,8600
cbs-building-process_glow_256.atf,cbs-building-process,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,20225
cbs-construction_alpha_128.atf,cbs-construction,alpha,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5619
cbs-construction_alpha_256.atf,cbs-construction,alpha,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,13647
cbs-construction_alpha_512.atf,cbs-construction,alpha,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,33993
cbs-construction_diffuse_128.atf,cbs-construction,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,12424
cbs-construction_diffuse_256.atf,cbs-construction,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,36907
cbs-construction_diffuse_512.atf,cbs-construction,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,121836
cbs-construction_glow_512.atf,cbs-construction,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,52769
cbs-construction_normal_128.atf,cbs-construction,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,13541
cbs-construction_normal_256.atf,cbs-construction,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,42190
cbs-construction_normal_512.atf,cbs-construction,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,139700
cbs-construction_specular_128.atf,cbs-construction,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11382
cbs-construction_specular_256.atf,cbs-construction,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,33761
cbs-construction_specular_512.atf,cbs-construction,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,112028
cbs-core_diffuse_128.atf,cbs-core,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11386
cbs-core_diffuse_256.atf,cbs-core,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34340
cbs-core_diffuse_512.atf,cbs-core,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,113674
cbs-core_glow_128.atf,cbs-core,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9769
cbs-core_glow_256.atf,cbs-core,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,26148
cbs-core_glow_512.atf,cbs-core,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,73957
cbs-core_normal_128.atf,cbs-core,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10576
cbs-core_normal_256.atf,cbs-core,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35549
cbs-core_normal_512.atf,cbs-core,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,129155
cbs-core_specular_128.atf,cbs-core,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8717
cbs-core_specular_256.atf,cbs-core,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,25832
cbs-core_specular_512.atf,cbs-core,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,87457
cbs-module-damage_diffuse_128.atf,cbs-module-damage,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9862
cbs-module-damage_diffuse_256.atf,cbs-module-damage,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29797
cbs-module-damage_diffuse_512.atf,cbs-module-damage,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,99003
cbs-module-damage_glow_128.atf,cbs-module-damage,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5547
cbs-module-damage_glow_256.atf,cbs-module-damage,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12022
cbs-module-damage_glow_512.atf,cbs-module-damage,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30005
cbs-module-damage_normal_128.atf,cbs-module-damage,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10915
cbs-module-damage_normal_256.atf,cbs-module-damage,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32260
cbs-module-damage_normal_512.atf,cbs-module-damage,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,103812
cbs-module-damage_specular_128.atf,cbs-module-damage,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9765
cbs-module-damage_specular_256.atf,cbs-module-damage,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29092
cbs-module-damage_specular_512.atf,cbs-module-damage,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,95969
cbs-module-destroyed_diffuse_128.atf,cbs-module-destroyed,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,10480
cbs-module-destroyed_diffuse_256.atf,cbs-module-destroyed,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,27784
cbs-module-destroyed_diffuse_512.atf,cbs-module-destroyed,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,84018
cbs-module-destroyed_glow_128.atf,cbs-module-destroyed,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,8541
cbs-module-destroyed_glow_256.atf,cbs-module-destroyed,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,20343
cbs-module-destroyed_glow_512.atf,cbs-module-destroyed,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,54587
cbs-module-destroyed_normal_128.atf,cbs-module-destroyed,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11676
cbs-module-destroyed_normal_256.atf,cbs-module-destroyed,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,33884
cbs-module-destroyed_normal_512.atf,cbs-module-destroyed,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,108109
cbs-module-destroyed_specular_128.atf,cbs-module-destroyed,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8754
cbs-module-destroyed_specular_256.atf,cbs-module-destroyed,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,24852
cbs-module-destroyed_specular_512.atf,cbs-module-destroyed,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,77425
cbs-module-honor_diffuse_128.atf,cbs-module-honor,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9775
cbs-module-honor_diffuse_256.atf,cbs-module-honor,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29401
cbs-module-honor_diffuse_512.atf,cbs-module-honor,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,97910
cbs-module-honor_glow_128.atf,cbs-module-honor,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5064
cbs-module-honor_glow_256.atf,cbs-module-honor,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11127
cbs-module-honor_glow_512.atf,cbs-module-honor,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28217
cbs-module-honor_normal_128.atf,cbs-module-honor,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10915
cbs-module-honor_normal_256.atf,cbs-module-honor,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32260
cbs-module-honor_normal_512.atf,cbs-module-honor,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,103812
cbs-module-honor_specular_128.atf,cbs-module-honor,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9807
cbs-module-honor_specular_256.atf,cbs-module-honor,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29133
cbs-module-honor_specular_512.atf,cbs-module-honor,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,96257
cbs-module-laser-ga_diffuse_128.atf,cbs-module-laser-ga,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11002
cbs-module-laser-ga_diffuse_256.atf,cbs-module-laser-ga,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33911
cbs-module-laser-ga_diffuse_512.atf,cbs-module-laser-ga,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,114285
cbs-module-laser-ga_glow_128.atf,cbs-module-laser-ga,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7752
cbs-module-laser-ga_glow_256.atf,cbs-module-laser-ga,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,18766
cbs-module-laser-ga_glow_512.atf,cbs-module-laser-ga,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,51065
cbs-module-laser-ga_normal_128.atf,cbs-module-laser-ga,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,12039
cbs-module-laser-ga_normal_256.atf,cbs-module-laser-ga,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,33976
cbs-module-laser-ga_normal_512.atf,cbs-module-laser-ga,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,104684
cbs-module-laser-ga_specular_128.atf,cbs-module-laser-ga,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11334
cbs-module-laser-ga_specular_256.atf,cbs-module-laser-ga,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,34091
cbs-module-laser-ga_specular_512.atf,cbs-module-laser-ga,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,115687
cbs-module-platform_diffuse_128.atf,cbs-module-platform,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9854
cbs-module-platform_diffuse_256.atf,cbs-module-platform,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30975
cbs-module-platform_diffuse_512.atf,cbs-module-platform,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,109548
cbs-module-platform_glow_128.atf,cbs-module-platform,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6074
cbs-module-platform_glow_256.atf,cbs-module-platform,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,13525
cbs-module-platform_glow_512.atf,cbs-module-platform,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35809
cbs-module-platform_normal_128.atf,cbs-module-platform,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8698
cbs-module-platform_normal_256.atf,cbs-module-platform,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,24053
cbs-module-platform_normal_512.atf,cbs-module-platform,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,73447
cbs-module-platform_specular_128.atf,cbs-module-platform,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10264
cbs-module-platform_specular_256.atf,cbs-module-platform,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33003
cbs-module-platform_specular_512.atf,cbs-module-platform,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,118106
cbs-module-repair_diffuse_128.atf,cbs-module-repair,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11725
cbs-module-repair_diffuse_256.atf,cbs-module-repair,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,32929
cbs-module-repair_diffuse_512.atf,cbs-module-repair,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,102922
cbs-module-repair_glow_128.atf,cbs-module-repair,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3182
cbs-module-repair_glow_256.atf,cbs-module-repair,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5190
cbs-module-repair_glow_512.atf,cbs-module-repair,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9406
cbs-module-repair_normal_128.atf,cbs-module-repair,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,13438
cbs-module-repair_normal_256.atf,cbs-module-repair,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,37855
cbs-module-repair_normal_512.atf,cbs-module-repair,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,115398
cbs-module-repair_specular_128.atf,cbs-module-repair,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11694
cbs-module-repair_specular_256.atf,cbs-module-repair,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,34139
cbs-module-repair_specular_512.atf,cbs-module-repair,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,113242
cbs-module-rocket-pm_diffuse_128.atf,cbs-module-rocket-pm,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11865
cbs-module-rocket-pm_diffuse_256.atf,cbs-module-rocket-pm,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,33234
cbs-module-rocket-pm_diffuse_512.atf,cbs-module-rocket-pm,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,106285
cbs-module-rocket-pm_glow_128.atf,cbs-module-rocket-pm,glow,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,8757
cbs-module-rocket-pm_glow_256.atf,cbs-module-rocket-pm,glow,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,20336
cbs-module-rocket-pm_glow_512.atf,cbs-module-rocket-pm,glow,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,52820
cbs-module-rocket-pm_normal_128.atf,cbs-module-rocket-pm,normal,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11503
cbs-module-rocket-pm_normal_256.atf,cbs-module-rocket-pm,normal,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,30595
cbs-module-rocket-pm_normal_512.atf,cbs-module-rocket-pm,normal,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,91737
cbs-module-rocket-pm_specular_128.atf,cbs-module-rocket-pm,specular,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,11579
cbs-module-rocket-pm_specular_256.atf,cbs-module-rocket-pm,specular,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,33109
cbs-module-rocket-pm_specular_512.atf,cbs-module-rocket-pm,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,107699
cbs-module-xp_diffuse_128.atf,cbs-module-xp,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10147
cbs-module-xp_diffuse_256.atf,cbs-module-xp,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30525
cbs-module-xp_diffuse_512.atf,cbs-module-xp,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,100931
cbs-module-xp_glow_128.atf,cbs-module-xp,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5325
cbs-module-xp_glow_256.atf,cbs-module-xp,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11764
cbs-module-xp_glow_512.atf,cbs-module-xp,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29908
cbs-module-xp_normal_128.atf,cbs-module-xp,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10925
cbs-module-xp_normal_256.atf,cbs-module-xp,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32255
cbs-module-xp_normal_512.atf,cbs-module-xp,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,103845
cbs-module-xp_specular_128.atf,cbs-module-xp,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9777
cbs-module-xp_specular_256.atf,cbs-module-xp,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29070
cbs-module-xp_specular_512.atf,cbs-module-xp,specular,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,96094
century-falcon_diffuse_128.atf,century-falcon,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11392
century-falcon_diffuse_256.atf,century-falcon,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38188
century-falcon_diffuse_512.atf,century-falcon,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,136299
century-falcon_glow_128.atf,century-falcon,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3544
century-falcon_glow_256.atf,century-falcon,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6430
century-falcon_glow_512.atf,century-falcon,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,13758
century-falcon_normal_128.atf,century-falcon,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12335
century-falcon_normal_256.atf,century-falcon,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,41235
century-falcon_normal_512.atf,century-falcon,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,143307
century-falcon_specular_128.atf,century-falcon,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9856
century-falcon_specular_256.atf,century-falcon,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32770
century-falcon_specular_512.atf,century-falcon,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,119392
citadel-eic-elite_diffuse_128.atf,citadel-eic-elite,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9362
citadel-eic-elite_diffuse_256.atf,citadel-eic-elite,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28189
citadel-eic-elite_diffuse_512.atf,citadel-eic-elite,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,91233
citadel-eic-elite_glow_128.atf,citadel-eic-elite,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10898
citadel-eic-elite_glow_256.atf,citadel-eic-elite,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32979
citadel-eic-elite_glow_512.atf,citadel-eic-elite,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,108923
citadel-eic-veteran_diffuse_128.atf,citadel-eic-veteran,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11910
citadel-eic-veteran_diffuse_256.atf,citadel-eic-veteran,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39367
citadel-eic-veteran_diffuse_512.atf,citadel-eic-veteran,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,136569
citadel-eic_diffuse_128.atf,citadel-eic,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10953
citadel-eic_diffuse_256.atf,citadel-eic,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35303
citadel-eic_diffuse_512.atf,citadel-eic,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,122046
citadel-elite-eic_diffuse_128.atf,citadel-elite-eic,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9362
citadel-elite-eic_diffuse_256.atf,citadel-elite-eic,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28189
citadel-elite-eic_diffuse_512.atf,citadel-elite-eic,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,91233
citadel-elite-eic_glow_128.atf,citadel-elite-eic,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10898
citadel-elite-eic_glow_256.atf,citadel-elite-eic,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32979
