file,asset,channel,name_size,width,height,mips,format,format_id,cube,bytes
galaxygate-kappa_specular_256.atf,galaxygate-kappa,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,32360
galaxygate-kappa_specular_512.atf,galaxygate-kappa,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,115054
galaxygate-lambda_diffuse_128.atf,galaxygate-lambda,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10559
galaxygate-lambda_diffuse_256.atf,galaxygate-lambda,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35887
galaxygate-lambda_diffuse_512.atf,galaxygate-lambda,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,127776
galaxygate-lambda_glow_128.atf,galaxygate-lambda,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4827
galaxygate-lambda_glow_256.atf,galaxygate-lambda,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9254
galaxygate-lambda_glow_512.atf,galaxygate-lambda,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,18222
galaxygate-lambda_normal_128.atf,galaxygate-lambda,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12260
galaxygate-lambda_normal_256.atf,galaxygate-lambda,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40819
galaxygate-lambda_normal_512.atf,galaxygate-lambda,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,139587
galaxygate-lambda_specular_128.atf,galaxygate-lambda,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9739
galaxygate-lambda_specular_256.atf,galaxygate-lambda,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31011
galaxygate-lambda_specular_512.atf,galaxygate-lambda,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,105543
galaxygate-zeta_diffuse_128.atf,galaxygate-zeta,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12687
galaxygate-zeta_diffuse_256.atf,galaxygate-zeta,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,42053
galaxygate-zeta_diffuse_512.atf,galaxygate-zeta,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,149570
galaxygate-zeta_glow_128.atf,galaxygate-zeta,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9721
galaxygate-zeta_glow_256.atf,galaxygate-zeta,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27115
galaxygate-zeta_glow_512.atf,galaxygate-zeta,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,77717
galaxygate-zeta_normal_128.atf,galaxygate-zeta,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11633
galaxygate-zeta_normal_256.atf,galaxygate-zeta,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37405
galaxygate-zeta_normal_512.atf,galaxygate-zeta,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,126314
galaxygate-zeta_specular_128.atf,galaxygate-zeta,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9210
galaxygate-zeta_specular_256.atf,galaxygate-zeta,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30994
galaxygate-zeta_specular_512.atf,galaxygate-zeta,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,110664
goliath-amber_diffuse_128.atf,goliath-amber,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12274
goliath-amber_diffuse_256.atf,goliath-amber,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39317
goliath-amber_diffuse_512.atf,goliath-amber,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,133725
goliath-angled-wings_diffuse_128.atf,goliath-angled-wings,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10494
goliath-angled-wings_diffuse_256.atf,goliath-angled-wings,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33998
goliath-angled-wings_diffuse_512.atf,goliath-angled-wings,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,118352
goliath-angled-wings_glow_128.atf,goliath-angled-wings,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,2944
goliath-angled-wings_glow_256.atf,goliath-angled-wings,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4636
goliath-angled-wings_glow_512.atf,goliath-angled-wings,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7481
goliath-angled-wings_normal_128.atf,goliath-angled-wings,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11782
goliath-angled-wings_normal_256.atf,goliath-angled-wings,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38651
goliath-angled-wings_normal_512.atf,goliath-angled-wings,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,135328
goliath-angled-wings_specular_128.atf,goliath-angled-wings,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8952
goliath-angled-wings_specular_256.atf,goliath-angled-wings,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28147
goliath-angled-wings_specular_512.atf,goliath-angled-wings,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,96787
goliath-bastion_diffuse_128.atf,goliath-bastion,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11158
goliath-bastion_diffuse_256.atf,goliath-bastion,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,36833
goliath-bastion_diffuse_512.atf,goliath-bastion,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,129127
goliath-bastion_glow_128.atf,goliath-bastion,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6045
goliath-bastion_glow_256.atf,goliath-bastion,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,13563
goliath-bastion_glow_512.atf,goliath-bastion,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30290
goliath-bastion_normal_128.atf,goliath-bastion,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11717
goliath-bastion_normal_256.atf,goliath-bastion,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38703
goliath-bastion_normal_512.atf,goliath-bastion,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,130010
goliath-bastion_specular_128.atf,goliath-bastion,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9278
goliath-bastion_specular_256.atf,goliath-bastion,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,30023
goliath-bastion_specular_512.atf,goliath-bastion,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,102928
goliath-bronze_diffuse_128.atf,goliath-bronze,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11086
goliath-bronze_diffuse_256.atf,goliath-bronze,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33757
goliath-bronze_diffuse_512.atf,goliath-bronze,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,109987
goliath-bronze_glow_128.atf,goliath-bronze,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7854
goliath-bronze_glow_256.atf,goliath-bronze,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,18821
goliath-bronze_glow_512.atf,goliath-bronze,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,46227
goliath-centaur_diffuse_128.atf,goliath-centaur,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11264
goliath-centaur_diffuse_256.atf,goliath-centaur,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,36609
goliath-centaur_diffuse_512.atf,goliath-centaur,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,123855
goliath-crimson_diffuse_128.atf,goliath-crimson,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11944
goliath-crimson_diffuse_256.atf,goliath-crimson,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37475
goliath-crimson_diffuse_512.atf,goliath-crimson,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,128151
goliath-diminisher-violet_diffuse_128.atf,goliath-diminisher-violet,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11404
goliath-diminisher-violet_diffuse_256.atf,goliath-diminisher-violet,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35826
goliath-diminisher-violet_diffuse_512.atf,goliath-diminisher-violet,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,121238
goliath-diminisher_diffuse_128.atf,goliath-diminisher,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10810
goliath-diminisher_diffuse_256.atf,goliath-diminisher,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33692
goliath-diminisher_diffuse_512.atf,goliath-diminisher,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,114934
goliath-diminisher_glow_128.atf,goliath-diminisher,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4537
goliath-diminisher_glow_256.atf,goliath-diminisher,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8353
goliath-diminisher_glow_512.atf,goliath-diminisher,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,17437
goliath-diminisher_normal_128.atf,goliath-diminisher,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12040
goliath-diminisher_normal_256.atf,goliath-diminisher,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40075
goliath-diminisher_normal_512.atf,goliath-diminisher,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,145807
goliath-diminisher_specular_128.atf,goliath-diminisher,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9159
goliath-diminisher_specular_256.atf,goliath-diminisher,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,29397
goliath-diminisher_specular_512.atf,goliath-diminisher,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,102354
goliath-double-winged_glow_128.atf,goliath-double-winged,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,2325
goliath-double-winged_glow_256.atf,goliath-double-winged,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3600
goliath-double-winged_glow_512.atf,goliath-double-winged,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5549
goliath-double-winged_normal_128.atf,goliath-double-winged,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11753
goliath-double-winged_normal_256.atf,goliath-double-winged,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38743
goliath-double-winged_normal_512.atf,goliath-double-winged,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,129946
goliath-double-winged_specular_128.atf,goliath-double-winged,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9537
goliath-double-winged_specular_256.atf,goliath-double-winged,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31026
goliath-double-winged_specular_512.atf,goliath-double-winged,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,108804
goliath-enforcer_diffuse_128.atf,goliath-enforcer,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10759
goliath-enforcer_diffuse_256.atf,goliath-enforcer,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33597
goliath-enforcer_diffuse_512.atf,goliath-enforcer,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,114689
goliath-exalted_diffuse_128.atf,goliath-exalted,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11227
goliath-exalted_diffuse_256.atf,goliath-exalted,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35956
goliath-exalted_diffuse_512.atf,goliath-exalted,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,123700
goliath-goal_diffuse_128.atf,goliath-goal,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10612
goliath-goal_diffuse_256.atf,goliath-goal,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33873
goliath-goal_diffuse_512.atf,goliath-goal,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,117187
goliath-gold_diffuse_128.atf,goliath-gold,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12033
goliath-gold_diffuse_256.atf,goliath-gold,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,36142
goliath-gold_diffuse_512.atf,goliath-gold,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,114505
goliath-gold_glow_128.atf,goliath-gold,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9992
goliath-gold_glow_256.atf,goliath-gold,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,27456
goliath-gold_glow_512.atf,goliath-gold,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,80134
goliath-ignite_diffuse_128.atf,goliath-ignite,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10900
goliath-ignite_diffuse_256.atf,goliath-ignite,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34707
goliath-ignite_diffuse_512.atf,goliath-ignite,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,119215
goliath-iron_diffuse_128.atf,goliath-iron,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10843
goliath-iron_diffuse_256.atf,goliath-iron,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35656
goliath-iron_diffuse_512.atf,goliath-iron,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,110732
goliath-iron_glow_128.atf,goliath-iron,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7807
goliath-iron_glow_256.atf,goliath-iron,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,20541
goliath-iron_glow_512.atf,goliath-iron,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,52445
goliath-jade_diffuse_128.atf,goliath-jade,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10894
goliath-jade_diffuse_256.atf,goliath-jade,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,35069
goliath-jade_diffuse_512.atf,goliath-jade,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,120613
goliath-kick_diffuse_128.atf,goliath-kick,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11914
goliath-kick_diffuse_256.atf,goliath-kick,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38636
goliath-kick_diffuse_512.atf,goliath-kick,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,132713
goliath-peacemaker_diffuse_128.atf,goliath-peacemaker,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12080
goliath-peacemaker_diffuse_256.atf,goliath-peacemaker,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38276
goliath-peacemaker_diffuse_512.atf,goliath-peacemaker,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,129106
goliath-plague_diffuse_128.atf,goliath-plague,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12396
goliath-plague_diffuse_256.atf,goliath-plague,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39597
goliath-plague_diffuse_512.atf,goliath-plague,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,134215
goliath-plague_glow_128.atf,goliath-plague,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3127
goliath-plague_glow_256.atf,goliath-plague,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5721
goliath-plague_glow_512.atf,goliath-plague,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10989
goliath-razer_diffuse_128.atf,goliath-razer,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10709
goliath-razer_diffuse_256.atf,goliath-razer,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33587
goliath-razer_diffuse_512.atf,goliath-razer,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,113072
goliath-referee_diffuse_128.atf,goliath-referee,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10540
goliath-referee_diffuse_256.atf,goliath-referee,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,33513
goliath-referee_diffuse_512.atf,goliath-referee,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,113261
goliath-reversed-angled-wings_glow_128.atf,goliath-reversed-angled-wings,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4518
goliath-reversed-angled-wings_glow_256.atf,goliath-reversed-angled-wings,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8765
goliath-reversed-angled-wings_glow_512.atf,goliath-reversed-angled-wings,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,16365
goliath-reversed-angled-wings_normal_128.atf,goliath-reversed-angled-wings,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11795
goliath-reversed-angled-wings_normal_256.atf,goliath-reversed-angled-wings,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,38908
goliath-reversed-angled-wings_normal_512.atf,goliath-reversed-angled-wings,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,138149
goliath-reversed-angled-wings_specular_128.atf,goliath-reversed-angled-wings,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,9133
goliath-reversed-angled-wings_specular_256.atf,goliath-reversed-angled-wings,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,28939
goliath-reversed-angled-wings_specular_512.atf,goliath-reversed-angled-wings,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,97922
goliath-sapphire_diffuse_128.atf,goliath-sapphire,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11674
goliath-sapphire_diffuse_256.atf,goliath-sapphire,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37660
goliath-sapphire_diffuse_512.atf,goliath-sapphire,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,128519
goliath-saturn_diffuse_128.atf,goliath-saturn,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12450
goliath-saturn_diffuse_256.atf,goliath-saturn,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40231
goliath-saturn_diffuse_512.atf,goliath-saturn,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,136116
goliath-sentinel-violet_diffuse_128.atf,goliath-sentinel-violet,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12223
goliath-sentinel-violet_diffuse_256.atf,goliath-sentinel-violet,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,39470
goliath-sentinel-violet_diffuse_512.atf,goliath-sentinel-violet,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,139455
goliath-sentinel-violet_glow_128.atf,goliath-sentinel-violet,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,4144
goliath-sentinel-violet_glow_256.atf,goliath-sentinel-violet,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7557
goliath-sentinel-violet_glow_512.atf,goliath-sentinel-violet,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,14758
goliath-sentinel_design_argon_diffuse_128.atf,goliath-sentinel_design_argon,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,13553
goliath-sentinel_design_argon_diffuse_256.atf,goliath-sentinel_design_argon,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,41516
goliath-sentinel_design_argon_diffuse_512.atf,goliath-sentinel_design_argon,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,131065
goliath-sentinel_design_argon_glow_128.atf,goliath-sentinel_design_argon,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6641
goliath-sentinel_design_argon_glow_256.atf,goliath-sentinel_design_argon,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,14178
goliath-sentinel_design_argon_glow_512.atf,goliath-sentinel_design_argon,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,34087
goliath-sentinel_design_lava_diffuse_128.atf,goliath-sentinel_design_lava,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,7024
goliath-sentinel_design_lava_diffuse_256.atf,goliath-sentinel_design_lava,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,17483
goliath-sentinel_design_lava_diffuse_512.atf,goliath-sentinel_design_lava,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,46298
goliath-sentinel_design_lava_glow_128.atf,goliath-sentinel_design_lava,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8429
goliath-sentinel_design_lava_glow_256.atf,goliath-sentinel_design_lava,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,21453
goliath-sentinel_design_lava_glow_512.atf,goliath-sentinel_design_lava,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,59203
goliath-sentinel_design_legend_diffuse_128.atf,goliath-sentinel_design_legend,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12804
goliath-sentinel_design_legend_diffuse_256.atf,goliath-sentinel_design_legend,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,41414
goliath-sentinel_design_legend_diffuse_512.atf,goliath-sentinel_design_legend,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,142836
goliath-sentinel_design_legend_glow_128.atf,goliath-sentinel_design_legend,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11720
goliath-sentinel_design_legend_glow_256.atf,goliath-sentinel_design_legend,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,37198
goliath-sentinel_design_legend_glow_512.atf,goliath-sentinel_design_legend,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,120395
goliath-sentinel_design_legend_specular_128.atf,goliath-sentinel_design_legend,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,1716
goliath-sentinel_design_legend_specular_256.atf,goliath-sentinel_design_legend,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,2274
goliath-sentinel_design_legend_specular_512.atf,goliath-sentinel_design_legend,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3227
goliath-sentinel_diffuse_128.atf,goliath-sentinel,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11507
goliath-sentinel_diffuse_256.atf,goliath-sentinel,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,36940
goliath-sentinel_diffuse_512.atf,goliath-sentinel,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,131533
goliath-sentinel_glow_128.atf,goliath-sentinel,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3573
goliath-sentinel_glow_256.atf,goliath-sentinel,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,6057
goliath-sentinel_glow_512.atf,goliath-sentinel,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,11269
goliath-sentinel_normal_128.atf,goliath-sentinel,normal,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,12028
goliath-sentinel_normal_256.atf,goliath-sentinel,normal,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,40144
goliath-sentinel_normal_512.atf,goliath-sentinel,normal,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,137240
goliath-sentinel_specular_128.atf,goliath-sentinel,specular,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,2174
goliath-sentinel_specular_256.atf,goliath-sentinel,specular,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,3350
goliath-sentinel_specular_512.atf,goliath-sentinel,specular,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,5980
goliath-silver_diffuse_128.atf,goliath-silver,diffuse,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,10302
goliath-silver_diffuse_256.atf,goliath-silver,diffuse,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,31447
goliath-silver_diffuse_512.atf,goliath-silver,diffuse,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,101909
goliath-silver_glow_128.atf,goliath-silver,glow,128,128,128,8,COMPRESSED(DXT1/PVRTC/ETC1),2,False,8214
goliath-silver_glow_256.atf,goliath-silver,glow,256,256,256,9,COMPRESSED(DXT1/PVRTC/ETC1),2,False,20864
goliath-silver_glow_512.atf,goliath-silver,glow,512,512,512,10,COMPRESSED(DXT1/PVRTC/ETC1),2,False,54823
goliath-solace-blaze_diffuse_128.atf,goliath-solace-blaze,diffuse,128,128,128,8,COMPRESSED_ALPHA(DXT5),4,False,14022
goliath-solace-blaze_diffuse_256.atf,goliath-solace-blaze,diffuse,256,256,256,9,COMPRESSED_ALPHA(DXT5),4,False,42683
goliath-solace-blaze_diffuse_512.atf,goliath-solace-blaze,diffuse,512,512,512,10,COMPRESSED_ALPHA(DXT5),4,False,145749
